제목,날짜,내용,발행사,링크
"청송군, 올해도 예산 5천억 훌쩍 넘어",2023-04-10 12:09:08+00:00,"청송군은 2023년도 제1회 추가경정 예산안을 당초예산 보다 480억원(10.3%) 증가한 5140억원을 편성해 10일 청송군의회에 제출했다. 이로써 청송군의 예산규모는 지난해에 이어 올해도 5000억원을 넘어섰다. 특히 청송군은 이번 추경안을 통해 고물가 등으로 어려운 지역 경제를 회복하기 위한 경제 활성화 사업 및 군민생활과 밀접한 생활인프라 확충을 위한 생활SOC사업 확대에 집중했다. 우선 회계별로 살펴보면 일반회계는 당초보다 454억 8700만원(10.6%) 증가한 4744억 5700만원, 기타특별회계는 25억 1300만원(6.8%) 증가한 395억 4300만원 규모이다. 분야별로는 일반공공행정분야 38억원, 공공질서 및 안전 45억원, 문화 및 관광 59억원, 환경 60억원, 보건 6억원, 농림수산 151억원, 교통 및 물류 24억원, 국토 및 지역개발 97억원 등을 증액했다. 이번 추경안에 편성된 주요사업으로는 경로당개보수사업 6억원, 진보장례식장 기본조사 및 부지매입비 8억원, 현동면공용주차장확충부지매입비 10억원, 황금사과연구단지부지매입비 15억원, 청송클라이밍아카데미리모델링 6억원, 전기화물차보급 6억원, 청송상수도어천2리급수구역확장공사 6억원, 신기천·서시천하상준설및정비공사 7억원, 안덕면고와리길안천정비사업 6억원, 현동면개일리고무곡지신설공사 9억원, 진보로전선지중화사업 9억원, 종합문화복지타운주차장확장공사 10억원 등이 반영됐다. 또한, 고물가로 힘든 지역상권의 활성화를 위해 국비확보를 통한 청송사랑화폐할인보전금 48억원을 확보하였고, 농업 경쟁력 강화를 위해 농작물재해보험료 57억원, 경북미래형사과원조성사업 21억원, 청송사과수출촉진자금지원 3억원, 사과박스지원 5억원 등을 편성했다. 윤경희 청송군수는 “경기침체, 고용감소, 고물가 등으로 힘든 시기에 선제적이고 확장적인 추경 편성으로 지역경기를 활성화 시킬 계획”이라며, “특히 군민과 대화의 날을 통해 건의된 여러 사업 또한 적극 반영하여 군민들의 삶의 질을 직접적으로 향상하기 위해 노력하고, 신속한 재정집행을 통해 군민들의 어려움을 최대한 덜 수 있도록 노력할 것”이라고 밝혔다.",일간경북신문,http://www.kbsm.net/news/view.php?idx=387452
"청송군의회, 2022 회계연도 결산검사위원 위촉",2023-04-08 13:42:28+00:00,"청송군의회는 지난 7일 ‘2022 회계연도 세입·세출 결산검사위원’ 4명에 대한 위촉장 수여식을 개최했다. ‘2022 회계연도 결산검사위원’으로는 황진수 의원을 대표 위원으로 정하고 재정‧회계분야에 풍부한 경험과 전문성을 갖춘 외부위원 3명 등 총 4명을 위촉했다. 결산 검사는 이달 7일부터 26일까지 20일간 진행되며, 결산검사에서 위원들은 지난해 청송군에서 작성한 2022회계연도 결산서를 검사한다. 주요 내용은 세입·세출 예산과 기금, 채권, 채무, 공유재산, 물품 등 결산 전 분야에 걸쳐 예산집행 건전성, 적정성, 효율성 등을 중점적으로 살펴 청송군 재정 운영 전반에 대해 종합적으로 검사한 후 결산검사 의견서를 작성하여 청송군수에게 제출하게 된다. 권태준 의장은 위촉식에서 “결산검사는 지난 1년 동안의 세입·세출 결과를 검사하는 의회의 대표적인 권한으로, 재정 운용성과 예산집행의 적법성을 잘 살펴 효율적인 방안을 제시하는 등의 임무를 성실히 수행해 주시길 바란다”고 말했다. 대표 위원을 맡은 황진수 의원은 “예산 편성 못지않게 집행 결과의 결산이 중요하다”며 “군민 혈세가 제대로, 어긋남이 없이 사용됐는지에 대해 철저히 검토하여 예산집행에 따른 낭비요인은 없는지, 사업 목적에 따라 적합하지 집행되었는지 등에 대해서 사명감을 갖고 철저히 검사하여 심도 있는 결산검사를 수행하겠다”고 말했다.",일간경북신문,http://www.kbsm.net/news/view.php?idx=387287
[동정] 윤경희 청송군수,2023-04-08 13:37:29+00:00,"윤경희 청송군수는 10일 오전 9시 군청 제1회의실에서 실과원소장이 참석하는 간부회의를 주재하고, 각 부서별 당면업무 추진에 철저를 당부한다.",일간경북신문,http://www.kbsm.net/news/view.php?idx=387286
"청송군, 광덕 인도교 개통기념 및 벚꽃길 걷기행사 ‘대성황’",2023-04-08 13:30:22+00:00,"청송군은 진보면 광덕리 주민들의 오랜 숙원사업인 ‘광덕 인도교` 설치를 마무리 하고 지난 7일 개통기념식과 벚꽃길 걷기행사를 가졌다. 군은 진보면 광덕교에 인도가 없어 차량 통행 시 사고위험에 노출되는 환경을 개선하기 위해, 지난해 4월 예산 6억을 확보하고 10월부터 올해 1월까지 3개월에 걸쳐 총연장 360m, 폭 2m, 전망데크 2개소인 인도교를 설치했다. 또한 추후 인도교 입구 보도정비와 야간 주민들의 시야확보를 위한 가로등 및 조명시설을 설치해 교량미관을 개선하고 주민들의 보행환경을 개선해 나갈 예정이다. 특히 이날 개통기념식은 ‘벚꽃길 걷기 행사’와 함께 열려 500여 명의 지역 주민들이 참석해 대성황을 이뤘다. 걷기 행사 코스는 광덕교 남쪽(진보방면)입구에서 출발하여 인도교를 지나 광덕 벚꽃길을 돌아오는 왕복 2.3㎞ 구간으로 1시간 정도 진행되었으며, 참여 주민들은 벚꽃이 만발한 아름다운 길을 느리게 걸으며 쉼과 여유를 만끽하고 몸과 마음을 치유하는 시간을 가졌다. 윤경희 청송군수는 “인도교 개통기념식 및 벚꽃길 걷기행사를 준비해주신 진보면자생단체협의회 관계자와 행사에 참여해주신 주민들에게 감사의 말씀을 드린다”며 “앞으로도 안전하고 살기 좋은 ‘산소카페 청송군’을 만들기 위해 최선을 다하겠다”고 말했다.",일간경북신문,http://www.kbsm.net/news/view.php?idx=387284
"‘산소카페 ohtu’ 황지민 대표, 청송군에 개업 축하물품 기부",2023-04-06 13:10:26+00:00,"청송군 청송읍 소재 ‘산소카페 ohtu’를 운영하는 황지민 대표가 카페 개업 축하선물로 받은 200만원 상당의 물품(쌀 20포, 라면 10박스)을 이웃들과 함께 나누기 위해 6일 청송군에 기부했다. 황지민 대표는 “앞으로도 산소카페 ohtu는 지역사회 발전과 이웃돕기 활동을 통해 사회적 책임을 다하며 지역 주민들에게 따뜻한 손길이 이어질 수 있도록 노력할 계획”이라고 소감을 전했다.",일간경북신문,http://www.kbsm.net/news/view.php?idx=387127
"청송군치매안심센터, 찾아가는 경로당 치매예방교육",2023-04-06 13:07:03+00:00,"청송군치매안심센터는 최근 파천면 병부리 경로당을 시작으로 오는 11월까지 8개 읍·면 경로당을 대상으로 ‘찾아가는 치매예방교육’을 지속적으로 실시할 예정이라고 6일 밝혔다. 찾아가는 경로당 치매예방교육은 어르신들이 낮 동안 가장 많이 이용하는 경로당을 직접 찾아가 치매예방 실천과 조기검진의 중요성을 홍보하기 위해 마련됐다. 교육은 치매예방체조, 치매예방 3.3.3법칙 등 일상생활에서 실천할 수 있는 치매예방법칙과 체조들을 중심으로 진행된다. 또한 치매인지선별검사를 실시하여 어르신들의 치매조기 발견 및 예방에도 주력할 방침이다.",일간경북신문,http://www.kbsm.net/news/view.php?idx=387124
[동정] 윤경희 청송군수,2023-04-05 11:48:16+00:00,윤경희 청송군수는 6일 오전 11시 군청 제1회의실에서 열리는 ‘청송군목요회 정례회의’에 참석한다.,일간경북신문,http://www.kbsm.net/news/view.php?idx=386928
"청송군, 사회적기업·마을기업·협동조합 지원사업 설명회 개최",2023-04-05 11:46:39+00:00,"청송군은 지난 4일 청송문화예술회관 소공연장에서 ‘2023년 청송군 사회적기업·마을기업·협동조합 지원사업 설명회’를 개최했다. 이번 설명회는 사회적경제 조직에 대한 이해를 높여 사회적경제 기업으로의 창업・진입을 위한 역량 제고와 신규 일자리 창출을 유도하여 인구 유출 억제 및 유입 인구의 정착 지원을 강화하고자 2023년도 지방소멸대응기금으로 시행하는 ‘청송군 도약형 사회적경제조직 육성사업’의 일환으로 실시됐다. 설명회에는 사회적경제기업 설립을 희망하는 예비창업가와 관심 있는 주민 40여 명이 참석해 사회적기업 소개와 지원사업, 마을기업·협동조합 지원사업과 설립절차를 안내했다.군은 추후 상시 거점상담센터를 운영해 맞춤형 컨설팅을 통해 사회적경제 생태계 조성에 노력할 계획이다.",일간경북신문,http://www.kbsm.net/news/view.php?idx=386926
"청송군, 청송사랑화폐 일제점검 단속기간 운영",2023-04-05 11:43:10+00:00,"청송군은 청송사랑화폐의 부정유통 방지를 위해 이달 4일부터 17일까지 상반기 일제점검 단속기간을 운영한다고 밝혔다. 이번 단속은 10% 상시할인행사와 정책수당(농어민수당, 택배비 지원) 등으로 청송사랑화폐 발행 및 유통이 확대됨에 따라 부정유통을 근절하기 위해 실시되고 있다. 이를 위해 군은 1개반 5명으로 단속반을 편성해 청송사랑화폐 시스템 운영업체와 판매대행점 관계자들과 협업하여 단속을 벌이고 있으며, 이와 함께 부정유통관련 신고센터를 상시 운영하고 가맹점을 대상으로 적극적인 홍보로 건전한 유통질서를 확립할 방침이다. 주요 단속 대상은 ▲상품권 가맹점이 등록제한 업종을 영위하는 경우 ▲물품의 판매 또는 용역의 제공 없이 상품권을 수취하는 행위 ▲개별가맹점이 부정적으로 수취한 상품권의 환전을 대행하는 행위 ▲실제 매출금액 이상의 거래를 통해 상품권을 수취하는 행위 ▲가맹점주가 타인 명의로 지속적으로 상품권 구매 후 환전하는 행위 등이다. 단속에 적발된 가맹점에 대해서는 관련법에 의거 부정유통의 경중에 따라 ▲시정·권고 ▲가맹점 등록취소·정지 ▲부당이득 환수 ▲과태료 부과 등의 조치를 취할 예정이며, 특히 심각한 부정유통이 의심되는 경우 경찰에 수사 의뢰를 요청할 계획이다.",일간경북신문,http://www.kbsm.net/news/view.php?idx=386925
"청송교육지원청, 어린이통학버스 관계기관 합동점검 실시",2023-04-04 12:40:01+00:00,"청송교육지원청은 지난 3일 청송군민운동장 및 안덕초등학교 운동장에서 관내 초등학교 8개교의 차량 22대를 대상으로 2023년 상반기 어린이통학버스 관계기관 합동점검을 실시했다. 청송교육지원청, 청송군청, 청송경찰서 및 한국교통안전공단으로 구성된 합동점검반은 ▲어린이통학버스 신고 및 요건 구비 여부, ▲안전운행기록 제출 여부, ▲관계자 안전교육 이수 여부, ▲구조·장치 준수 여부 등을 중점적으로 점검하였으며, 합동점검 결과 미흡한 사항은 즉시 개선하도록 조치할 예정이다. 이호경 교육장은 “이번 합동점검을 통해 안전의식을 제고하고, 안전사고를 미연에 방지하는 계기가 되었길 바란다”며 “앞으로도 학생과 학부모가 안심할 수 있는 안전한 통학환경이 조성되도록 관계기관과 함께 적극 노력하겠다”고 밝혔다.",일간경북신문,http://www.kbsm.net/news/view.php?idx=386784
"청송군, 나무 나누어주기 행사 및 산불예방 캠페인 개최",2023-04-04 12:33:39+00:00,"숲으로 잘 사는 산림 르네상스 시대의 개막을 선포한 청송군이 제78회 식목일을 맞아 4~5일 양일간 나무 나누어주기 행사와 산불방지 경각심 고취를 위한 산불예방 캠페인을 펼치고 있다. 특히 올해는 국토녹화 50주년이 되는 해로, 청송군은 군민이 자신의 나무를 가짐으로써 산림 르네상스 시대를 함께 선도하고, 또한 산불로부터 산림을 다 같이 보호하자는 취지에서 행사와 캠페인을 마련했다. 식목일에 맞춰 개최된 이번 행사는 4일 오전 10시 청송읍 용전천변, 5일 오전 10시 30분 현동면 도평시장 일원에서 대중적으로 선호도가 높은 왕대추나무, 가시 없는 음나무, 라일락 묘목 3600본을 선착순 1인당 각 3본씩 무료로 나누어 주는 방식으로 진행하고 있다. 또한, 최근 전국적으로 산불이 빈번하게 발생하고 건조한 기후가 지속적으로 유지되고 있어 산불예방을 위한 캠페인을 함께하며 군민들에게 산림보호의 중요성을 널리 알리고 있다.",일간경북신문,http://www.kbsm.net/news/view.php?idx=386780
"청송군, 반부패·청렴 실천 결의대회 개최",2023-04-04 12:27:44+00:00,"청송군은 지난 3일 군청 제1회의실에서 전 공직자가 참석한 가운데 반부패·청렴 실천 결의대회를 개최했다. 이번 결의대회는 청렴 실천 다짐을 통해 공직 내부의 반부패·청렴 분위기를 대내외로 표명함으로써 군민에게 신뢰받는 군정을 정착하기 위해 마련됐다. 반부패·청렴 결의문에는 ▲법과 원칙 준수 및 공정한 직무 수행 ▲금품·향응 수수금지 ▲부당한 지시 및 청탁 근절 ▲공무원 행동강령 준수 등의 내용을 담았으며, 결의문 낭독으로 청렴 실천 의지를 다졌다. 윤경희 청송군수는 “반부패·청렴 실천 결의대회를 시작으로 청렴하고 공정한 공직문화를 조성해 나가겠다.”며, “청렴한 공직문화를 바탕으로 군민에게 더욱 신뢰와 믿음을 줄 수 있는 청송군이 되도록 공직자 모두 최선을 다해주길 바란다.”고 당부했다.",일간경북신문,http://www.kbsm.net/news/view.php?idx=386779
