제목,저자,날짜,url,내용
"고령군 시설사업소, 마늘 농가 농촌일손돕기 `구슬땀`",경북신문,2023-06-06,http://www.kbsm.net/news/view.php?idx=393962,"본격적인 작물 수확철을 맞아 고령군 시설사업소는 일손 부족으로 어려움을 겪고 있는 농가를 위해 농촌일손돕기를 했다. 시설사업소 직원 10명은 지난 5일 개진면 개포리 송순옥 씨 농가를 방문해 마늘 수확 및 묶기 작업에 힘을 보탰고, 농가의 어려운 상황들을 들으며 소통하는 뜻깊은 시간을 가졌다. 해당 농가는 “매년 일손이 부족하여 수확철이면 어려움이 많은데 직원들이 직접 현장에 나와 도와주니 너무 감사하고 덕분에 걱정을 덜게 되었다”며 고마움을 전했다. 박현수 시설사업소장은 “일손 부족으로 어려움을 겪고 있는 농가에 조금이나마 힘을 보탤 수 있어 보람된 시간이었다”며 “앞으로도 농가의 어려움을 두루 살피고 도움을 줄 수 있도록 적극적으로 노력하겠다”고 말했다."
"고령 쌍림초, 제주도 문화탐방 체험학습",경북신문,2023-06-01,http://www.kbsm.net/news/view.php?idx=393534,"고령 쌍림초등학교는 지난달 24일부터 26일까지 2박 3일간 1~6학년 전교생을 대상으로 `신나는 체험과 더불어 소통으로 제주도 문화탐방`을 실시했다.2박 3일로 실시된 제주도 문화탐방 체험학습은 첫째 날은 한림공원에서 아열대 식물의 자람을 관찰하고 서귀포 잠수함을 타며 바닷 속 생태환경을 체험했다. 둘째 날은 아쿠아플라넷에서 다양한 해양 생물을 접하고 손으로 직접 만져보는 등 생생한 체험을 했다. 또한 곶자왈 에코랜드 지역에서 숲과 돌이 많은 제주의 지질을 몸소 체험했으며, 열대과일 농장에서 열대과일 생태체험을 하고 직접 바나나도 따보는 경험을 가졌다. 셋째 날은 용두암 및 용연다리를 탐방하며 화산섬의 모습을 둘러보며 2박 3일 간의 체험 일정을 마무리 지었다. 5학년 김모 학생은 “고령에서 보지 못한 다양하고 즐거운 경험을 할 수 있어서 매우 좋았다. 음식들도 맛있어서 아직도 기억에 남는다”라며 소감을 남겼다. 진상배 교장은 “학생들이 드넓은 제주 체험의 장에서 신나는 배움과 더불어 소통을 할 수 있는 계기가 되어 꿈과 끼를 키우길 바란다”라고 했다."
"고령군, 호국보훈의 달 독립유공자 유족 위문",경북신문,2023-06-01,http://www.kbsm.net/news/view.php?idx=393533,"고령군은 지난달 30일 호국보훈의 달을 맞아 조국의 독립을 위해 희생하신 독립유공자 유족(우곡면 박복수)을 방문해 국가유공자의 숭고한 희생과 고귀한 삶에 감사와 존경의 뜻을 표하고 위문품을 전달했다.군은 국가보훈대상자 예우 및 지원에 관한 조례에 따라 매월 25일 고령군에 주소를 둔 만65세 이상 국가보훈대상자에게 참전유공자 명예수당, 보훈예우수당, 미망인수당 등을 지급하고 있다. 이남철 고령군수는 ""6월 호국 보훈의 달을 맞이해 국가유공자와 유가족 여러분의 희생이 있었기에 지금의 우리가 행복한 삶을 유지할 수 있었다""며, ""앞으로 국가유공자분들의 명예와 자긍심을 높이기 위해 국가유공자에 대한 예우 강화를 위해 노력하겠다""고 전했다."
"고령교육지원청, 제52회 전국소년체전사 역대 최고 메달 획득",경북신문,2023-05-31,http://www.kbsm.net/news/view.php?idx=393411,"고령교육지원청은 지난 5월 27일~28일 울산종합운동장에서 열린 제52회 전국소년체육대회 육상경기에 출전했다. 이번 대회에서 고령교육청은 역대 최고의 성적을 거뒀다. 경북 대표로 참가한 다산초등학교 6학년 노현정 선수는 여초부 100m 금메달, 200m 금메달 및 최고 선수상을 차지했다. 다산중학교 2학년 기영난 선수는 여중부 100m 금메달, 200m 금메달, 400mR 금메달, 1600mR 금메달을 획득해 여초부 금 2개, 여중부 금 4개로 육상 단거리 종목의 전국 제패를 했다. 다산초등학교와 다산중학교는 정식 육상부가 아니라 동아리로 운영하는 육상 육성교로 교육지원청 소속 전임코치가 오전, 오후에 학생들을 지도하여 엘리트 학생선수 육성에 힘썼다.기세원 교육장은 “힘든 훈련 속에 열심히 잘 따라 준 선수들에게 축하의 말을 전하고, 특히 이번 대회를 통해서 경상북도의 이름을 드높이는데 일조할 수 있어서 자랑스럽다. 우리 교육지원청은 학생들이 운동하는데 조금의 어려움이 없도록 세심히 살피고 그에 따른 성과를 거둘 수 있도록 최선을 다해 지원하겠다”고 전했다."
"고령군, 가야금 명장과 함께하는 체험프로그램 개강",경북신문,2023-05-31,http://www.kbsm.net/news/view.php?idx=393410,"고령군 우륵박물관은 이달 27일부터 6월 18일까지 가야금 제작 및 연주 체험 프로그램을 진행하고 있다. 올해는 1주 과정(주말 진행) 총 4기수로 40팀으로 진행할 계획이다. 가야금 체험프로그램은 고령 우륵박물관 가야금연주체험실에서 진행된다. 16년간 이어오고 있는 가야금 제작 및 연주 체험은 올해는 1주 과정(주말 진행) 총 4기수로 40팀으로 고령 우륵박물관 가야금연주체험실에서 진행된다. 군은 체험 프로그램을 계기로 가야금 인구 저변 확대 및 국악 고장의 역할을 수행하고자 김동환 가야금 명장과 함께 진행하고 있다. 지난달 27일부터 이틀간 진행된 1기에는 대구, 전북, 경남 등에서 총 9팀 18명이 참가한 가운데 직접 만든 가야금으로 연주하는 기회를 가졌으며 18명 모두가 직접 만든 가야금과 함께 수료증을 받았다. 참가 신청은 연중모집으로 고령군청 홈페이지에서 접수를 받는다."
"고령지역 4개 병설유치원, `찾아가는 유아 흡연위해예방교실` 교육",경북신문,2023-05-30,http://www.kbsm.net/news/view.php?idx=393242,"고령초등학교병설유치원 유아 9명과, 운수·쌍림·우곡·성산초등학교병설유치원 유아들이 지난 26일 고령군 보건소에서 주관하는 `찾아가는 유아 흡연위해예방교실` 버스형 교육에 참여했다. 찾아가는 유아 흡연위해예방교실은 유아에게 담배의 해로움과 간접흡연 위험성에 대한 인식을 심어주어 성장기에 흡연을 시작하는 것을 방지하는 목적으로 운영되며, 흡연위해예방 전문 강사가 지역으로 직접 방문하여 흥미로운 교육 활동을 제공했다. 버스형 교육은 유아 눈높이에 맞게 제작된 창작동화 ‘노담밴드야 고마워’를 바탕으로 구연 및 체험 활동을 전개하고 가족과 함께 꾸밀 수 있는 ‘노담밴드 그림책’을 제공하여 아이들이 담배의 위해성에 대해 쉽게 이해하고 부모의 흠연위해 인식을 높이고자 했다. 안근모 원장은 “유아기부터 담배의 위해성을 교육하여 간접흡연 피해를 차단하고 성장기 흡연 진입을 예방하는 것이 중요하다""며, ""이번 교육을 통해 건강한 생활습관 형성에 기여할 수 있기를 바란다”고 전했다."
"고령군, 쌍림면 신촌리 벽송정 향사 봉행",경북신문,2023-05-30,http://www.kbsm.net/news/view.php?idx=393241,"고령군은 지난 28일 쌍림면 신촌리 소재 벽송정에서 유계 등 30여 명이 참석한 가운데 향사를 봉행했다. 벽송정 향사 봉행은 벽송정과 인연 있는 고운 최치원, 일두 정여창, 한훤당 김굉필 선생에 대한 추모 향사를 봉행하는 것으로, 3선현의 시문이 정자의 현판에 남아 전해지고 있으며, 벽송정은 1985년 경북도 문화재자료로 지정됐다. 이날 초헌관에 이남철 고령군수, 아헌관에 전병열(쌍림면 신촌리), 종헌관에 박태상(우곡면 도진리)이 각각 맡았다. 이남철 군수는 ""향사 봉행을 준비한 벽송정 유계분들에게 감사함을 전한다""며 ""선비문화 및 벽송정 유계의 전통을 보존, 전승하는데 노력 해 주실 것을 당부한다""고 말했다."
[동정] 이남철 고령군수,경북신문,2023-05-29,http://www.kbsm.net/news/view.php?idx=393118,이남철 고령군수는 30일 오후 4시 보훈대상자 박복수 가정(우곡면)을 위문 방문한다.
"고령소방서, 개실마을서 화재예방 활동 펼쳐",경북신문,2023-05-29,http://www.kbsm.net/news/view.php?idx=393116,"고령소방서는 최근 쌍림면 소재 개실마을을 대상으로 봄철 지역 맞춤형 특수시책인 `민속마을 재난 안전은 소방으로부터`를 추진했다고 밝혔다.개실마을은 설립한 이래 농촌문화와 역사문화를 아우르며 볼거리, 먹거리 등이 뛰어난 체험마을로 인정받고 있지만, 건물 대부분이 전통 목조건물로 화재에 취약하고 화재 발생 시 인접 산림으로 확대 가능성이 높아 소방안전망 구축이 필요한 상황이었다. 이에 고령소방서는 개실마을의 특성을 파악하여 유관기관 협업을 통한 기초소방시설 보급 및 보이는 소화기함 설치, 산림인접지대 방어선 구축, 신속한 용수 확보를 위한 자연수리 활용 자체급수 훈련, 초기대응역량 강화를 위한 119안전지킴이 지정 및 안전교육을 추진했다.이재은 소방서장은 “앞으로도 화재취약 대상에 대한 선제적 안전문화를 조성하고 적극적인 예방활동으로 화재취약 사각지대 해소에 만전을 기하겠다”고 말했다."
"고령교육지원청, 농촌 일손돕기 봉사활동 펼쳐",경북신문,2023-05-28,http://www.kbsm.net/news/view.php?idx=393082,"고령교육지원청은 본격적인 영농철을 맞아 지난 26일 전 직원이 고령군 쌍림면 소재 마늘농가를 찾아 농촌 일손돕기 봉사활동을 실시했다. 이날 봉사활동은 인구감소와 고령화로 인해 인력 확보에 어려움을 겪고 있는 지역 농가를 돕기 위해 마련됐다. 고령교육지원청 직원들은 마늘을 수확하고 선별하는 작업에 구슬땀을 흘렸다. 기세원 교육장은 “인건비 상승, 고령화 등으로 어려움에 처한 지역 농가에 미흡하지만 작은 도움을 줄 수 있어서 보람찬 하루였다”며, “앞으로도 농촌 일손돕기 등 다양한 통로를 통해 지역의 어려움을 함께 나누고 소통과 협력으로 지역과 상생할 수 있도록 적극 노력하겠다.”고 전했다."
"고령군 성산면, 마늘 재배 농가서 일손돕기 구슬땀",경북신문,2023-05-28,http://www.kbsm.net/news/view.php?idx=393081,"고령군 성산면은 본격적인 농번기를 맞아 일손 부족으로 어려움을 겪는 어곡리 마늘 재배 농가를 찾아 1000㎡ 규모의 마늘밭에서 일손돕기를 실시했다. 이번 일손 돕기는 성산면 직원 10여 명이 참여해 마늘을 소쿠리에 담는 작업을 하며 값진 구슬땀을 흘렸다.마늘재배 농가는 “일손이 한참 필요한 시기에 바쁜 와중에도 직원들이 찾아와 도와주셔서 큰 도움이 됐다”고 고마움을 전했다.이동호 성산면장은 “고령화와 인건비 상승 등 여러모로 어려움을 겪고 있는 농가에게 작은 힘이나마 보태게 되어 기쁘다”며 ""앞으로도 농가의 도움이 될 수 있는 일이 있으면 적극 돕겠다""고 말했다."
"고령초, 제44회 경북도교육감기 유도대회 단체전 준우승",경북신문,2023-05-25,http://www.kbsm.net/news/view.php?idx=392852,"고령초등학교 유도부는 지난 20일 경산시 경산실내체육관에서 열린 제44회 경북도교육감기 유도대회에 참가해 단체전 준우승, 개인전은 금메달 3개, 은메달 3개, 동메달 5개를 획득했다고 25일 밝혔다. 고령초에 따르면 유도부 학생들은 국가대표 상비군 출신의 이예주 코치의 개인별 특별 지도와 이원덕 코치의 체력 강화 훈련 결과의 덕을 톡톡히 봤다. 금메달을 차지한 하성진(12) 학생은 ""6학년 선배로서 금메달을 먼저 따게 돼 기쁘다""고 했다. 안근모 고령초 교장은 ""매일 힘든 훈련을 이겨내고 땀 흘리는 모습을 봤다""며 ""고령초 유도부는 세계적인 선수가 될 것""이라고 했다."
`제1회 대가야 孝음악회 및 농산물 홍보마당 큰잔치` 개최,경북신문,2023-05-25,http://www.kbsm.net/news/view.php?idx=392851,"고령군 대가야읍 고령군 음악인연구회와 희망나눔봉사단은 지난 24일 주산실내체육관에서 `제1회 대가야 孝음악회 및 농산물 홍보마당 큰잔치`를 개최했다. 이번 행사는 지난해부터 어르신들을 공경하고 감사의 마음을 전할 기회를 계획해왔던 것으로 전해졌다. 행사에 앞서 고령군 섹소폰연주단의 식전행사가 진행됐으며 초청가수의 축하공연과 지역주민 즉석 노래자랑도 함께 진행됐다. 특히 이날 행사는 각 기관 단체장들의 기념품 추첨도 이어졌다. 백원치 고령군 노인회 지회장은 ""오늘 이 자리를 만들어 준 두 단체 회장님에게 감사의 말을 전한다""고 말했다. 이남철 고령군수는 ""오늘 어르신들이 즐거워 하시는 모습을 보니 감회가 새롭다""며 ""앞으로도 최선을 다해 어르신들을 공경하고 잘 모시도록 노력하겠다""고 밝혔다."
"고령 개진초, 찾아가는 흡연예방 체험학교 운영",경북신문,2023-05-24,http://www.kbsm.net/news/view.php?idx=392680,"고령 개진초등학교는 지난 22일 전교생이 함께 배롱관에서 고령교육지원청이 주관하는 2023학년도 학교흡연예방 특화사업인 ‘찾아가는 흡연예방 체험학교’를 실시했다. 이날 체험은 보건교사 미배치교에 대한 흡연예방교육 강화로 학생들의 흡연에 대한 경각심을 몸소 체험할 수 있도록 다양한 체험 부스 운영으로 실시됐다.이날 행사는 폐를 보호해야 하는 이유에 대한 설명을 시작으로 ▲다트로 알아보는 흡연의 피해- 유해물질을 차단하라 ▲폐활량 측정하기- 내몸을 지켜라 ▲담배 절단 퍼포먼스와 금연 서약식- 노담노담해 ▲금연 서약 트리- 사진 찍어 전시하기 ▲무드등 만들기 및 그립톡 만들기- 담배를 거절하라 ▲흡연예방 포스터, 교육용 액자 전시 관람의 6가지 순서로 진행됐다.체험에 참여한 개진초 학생들은 ""담배가 이렇게 나쁜 것인 줄 몰랐다""며 ""나뿐만 아니라 주변에 담배를 피우는 어른들에게도 꼭 금연하시라고 말할 것""이라고 말했다. 박순지 교장은 “학생들이 담배가 얼마나 몸에 해로운 것인지를 즐거운 놀이를 통해 쉽게 알게 되는 알차고 효과적인 시간을 가졌다”고 말했다."
고령 개진감자 직판장 개장,경북신문,2023-05-24,http://www.kbsm.net/news/view.php?idx=392679,"고령 개진감자 영농조합법인(대표 정권판)은 지난 21일부터 개진감자 직판장(개경포로 1250)을 개장해 본격적인 감자 판매에 나섰다. 하우스 감자는 29일까지, 노지감자는 다음달 말까지 운영할 계획이다. 올해 개진감자 재배면적은 126ha(하우스 감자 25ha, 노지감자 101ha)이며, 품종은 추백·수미·설봉 등이다. 낙동강 연안 천혜의 자연환경에서 자라 전분이 많고 맛이 좋아 다이어트 식품으로 인기가 많아 전국 각지에서 전화(054-954-0222) 및 방문 구매를 하고 있다. 권중수 개진면장은 “금년 감자 냉해 및 습해로 인해 지난해에 비해 생산량이 줄어들어 농민 소득 감소로 이어질 것을 염려하며, 개진감자를 애용해 줄 것을 부탁드린다”고 전했다."
"고령교육지원청, 독도체험 탐방단 운영",경북신문,2023-05-22,http://www.kbsm.net/news/view.php?idx=392364,"고령교육지원청은 지난 17일부터 19일까지 장영미 교육지원과장을 단장으로 지역 초·중학생 19명과 인솔 교사 등 총 27명의 독도체험탐방단을 구성해 독도체험 탐방을 실시했다. 독도체험탐방단은 울릉도에서 이른 아침 독도로 가는 배를 타고 입도까지 성공해 학생들과 모두 벅찬 감동과 기쁨을 만끽했다. 독도에 발을 디딘 학생 중에는 “책이나 영상으로 보던 독도를 현장에서 보는 감동은 말로 표현하지 못할 만큼 크고 위대하다”라고 감동을 전하기도 했다. 또, 다른 학생은 “학교에 돌아가서 다른 친구들에게도 독도는 선택이 아니라 반드시 방문해야 하는 곳이라고 말할 것""이라고 했다. 울릉도, 독도 현지에서 진행된 이번 2박 3일간의 독도체험탐방은 독도에 대한 다양한 교육정보 제공, 독도 사랑 활동을 통해 독도 교육의 참된 내실교육과 외실 교육을 겸 할 수 있는 프로그램으로 교육적으로 매우 중요한 프로그램임을 다시 한번 확인하는 행사였다. 기세원 교육장은 “대한민국 국민으로써 꼭 가야 할 곳으로 그런 의미에서 이번 고령교육지원청 독도체험탐방단의 독도 입도 성공은 매우 뜻 깊으며, 학생들의 마음속에 독도수호 정신과 대한민국 국민으로써 자긍심과 애국심을 고취할 수 있는 의미 있는 시간이 되었기를 바란다”라고 말했다."
"고령군 청소년참여위, `우리마을 그린데이` 환경정화 활동",경북신문,2023-05-22,http://www.kbsm.net/news/view.php?idx=392363,"고령군청소년문화의집은 지역사랑 프로젝트 그린데이 총 3회기 활동 중 2회차를 지난 18일 `우리마을 그린데이`라는 주제로 고령군 청소년참여위원회 위원들과 군청 가족행복과 공무원들이 함께 참여했다. 이번 2회차 활동은 고령군 대가야읍 일대 거리에서 쓰레기를 줍고 도로 파손 등으로 지역 주민들의 안전사고 위험이 있는지를 살피는 등 환경정화 활동을 펼쳤다.이번 활동은 고령군 청소년참여위원회 위원들인 지역 청소년들이 직접 정책제안을 한 내용을 바탕으로 활동이 전개되었으며, 지역 공공기관과 협력하여 청소년들이 깨끗한 거리 조성에 앞장섰다. 고령군 가족행복과 이주영 과장은 “청소년들이 직접 깨끗한 지역 만들기에 정책을 제안하고 실천해준 것에 감사의 뜻을 전하며, 청소년의 역량개발과 올바른 생활습관 형성을 위한 정책을 추진하겠다”라고 밝혔다."
"고령 개진초, 찾아가는 해양교육 실시",경북신문,2023-05-20,http://www.kbsm.net/news/view.php?idx=392216,"고령 개진초등학교는 지난 19일 해양수산인재개발원이 주관하는 `2023년 청소년 대상 찾아가는 해양교육`을 전교생을 대상으로 실시했다. 해양수산인재개발원에서 해양의 가치와 중요성을 청소년들에게 알리고자 운영하는 찾아가는 해양교육은 전국의 초·중·고등학교를 대상으로 희망을 받아 선정한 40개교를 대상으로 4월에서 8월까지 진행되고 있다. 이번 교육은 업사이클링 및 해양환경 분야의 전문강사를 모시고 미세플라스틱의 습격 ? 바다보석 자석 만들기라는 주제로 실시되었는데 ▲ 환경과 생명을 위협하는 미세플라스틱에 대하여 알아보기 ▲ 바다에 침식된 재료를 활용한 자석 만들기 등의 내용으로 학생들에 눈높이에 맞게 진행되어 학생들의 큰 호응을 얻었다. 이번 교육에 참여한 5학년 학생은 “TV나 책 등에서 많이 들어보았던 미세플라스틱에 대해 정확하게 알아보는 시간이 되었고 오늘 교육을 듣고 생활 속에서 우리의 건강과 해양을 지키는 생활 습관을 가져야 하겠다는 다짐을 하였다”고 소감을 밝혔다.박순지 교장은 ""이번 해양교육을 통하여 우리학생들이 소중한 해양자원을 이해하는 귀중한 교육이되었다""고 말했다."
성주대교서 화물차가 경운기 들이받아… 1명 사망,경북신문,2023-06-08,http://www.kbsm.net/news/view.php?idx=394222,"성주군 선남면 성주대교에서 성주방향으로 향하던 1톤 화물차량이 경운기 뒤를 들이받아 1명이 숨지는 사고가 발생했다. 경북소방안전본부 등에 따르면 7일 오후 8시 35분께 경북 성주군 선남면의 한 대교에서 1톤 포터가 달리던 경운기를 뒤에서 들이받았다.이 사고로 경운기를 몰던 50대 남성이 대교 아래 낙동강으로 떨어져 2시간여만의 수색 끝에 심정지 상태로 발견됐다.또 화물차 운전자인 50대 여성과 동승자 50대 남성은 각각 얼굴과 다리 등을 다쳐 병원에서 치료를 받았다.경찰 관계자는 ""포터 운전자가 음주 상태는 아닌 것으로 파악됐다""며 ""정확한 사고 경위는 조사 중""이라고 말했다."
[기획특집] 행복한 작은학교 ⑦ 성주군 대가초등학교,경북신문,2023-06-07,http://www.kbsm.net/news/view.php?idx=394196,"성주군 대가면의 대가초등학교는 성주군의 읍소재지인 성주읍에서 가야면 방향으로 약 5㎞ 정도 떨어져 있다. 학교가 위치한 마을로 다가가면 깊은 산세가 나타나면서 자연의 품속에 안락하게 안긴 아름다운 학교의 모습이 드러난다. 학교가 있는 대가면의 대가(大家)는 말 그대로 ‘큰집’을 뜻한다. 조선시대 대학자인 한강 정구 선생과 동강 김우옹 선생, 그리고 김우옹 선생의 13대손이며 독립운동가, 정치가, 교육자였던 심산 김창숙 선생을 배출한 곳이 바로 대가면이다. 심산유곡의 작은 마을이지만 위대한 정신적 스승이 태어난 곳에 대가초등학교가 있다. 대가초등학교는 1935년에 개교했다. 올해까지 4959명의 졸업생을 배출했으며 현재 27명의 재학생이 오붓하고 정답게 모여 자라고 있다. 지금은 비록 적은 수의 학생이 다니는 학교지만 유서 깊은 고장의 학교답게 ‘글로벌 인재를 육성하는 학교’라는 슬로건을 가지고 있다. 작은 학교지만 강한 학생을 육성하는 것이 이 학교 교육의 목표다.2019년 작은학교 자유학구제가 실시되면서 8명의 학생이 성주읍에서 유입됐다. 교육환경이 아늑하고 대가초등학교만의 특화된 교육프로그램이 알려지면서 외지에서 자발적으로 이 학교를 찾는 것이다. 여기에는 적극적인 교직원들의 홍보활동도 한몫했다. 읍소재지에 대가초등학교의 장점을 알리기 위해 다양한 홍보활동을 펼치고 있다. 학생 수가 적지만 그것이 오히려 교육면에서는 장점으로 작용한다. 전체 학생이 다양한 체험활동을 통해 교내에서는 접할 수 없는 학습을 할 수 있다. 우선 건강한 몸, 풍요로운 감성이 피어나는 예술 대가교육을 실시한다. 다양한 예술·문화학습으로 시 울림이 있는 학교, 1인 1악기 활동, 방과 후 강사와 연계한 예술 활동, 작은학교 자유학구제와 연계한 문화체험학습을 추진하고 있다. 또 교육과정과 연계한 동아리·스포츠 클럽을 운영하고 아침 건강달리기 운동 마일리지제, 사제동행 교내 탁구대회 등 체력 증진 활동도 펼친다.인성 중심 교육으로 미래 역량을 기르는 창의 대가교육도 실시한다. 나라사랑 마음 가꾸기와 인성 함양 교육을 위해 바른 인성을 갖춘 대가 어린이 육성, 사자 소학을 활용한 한자 인성 교육을 실시한다. 창의적인 과학·진로교육을 위해 창의융합 과학동아리와 연계한 과학 교육, 지역사회 시설과 연계한 메이커 체험학습, 작은학교 자유학구제와 연계한 진로 체험학습 등을 펼친다. 대가초등학교의 이 같은 교육활동 중 다양한 문화체험이 눈에 도드라진다. 승마교육과 자연교감, 도시레저체험을 활발하게 하고 있다. 도시 문화체험을 위해 전교생이 용인 에버랜드와 민속촌을 방문했다. 모든 경비는 학교에서 지원했다. 가정 형편이 어려운 학생들이 혜택을 받을 수 있도록 배려하고 적은 예산이지만 골고루 혜택이 돌아갈 수 있도록 지원하는 것이 학교의 방침이다.동아리 활동과 방과 후 활동으로 시작한 탁구는 경북 도내에서 정상급 실력을 갖췄다. 전교생이 탁구를 연마하고 있으며 남녀 6명으로 꾸린 대표팀이 올해 도단위 대회에 출전해 단체 3위에 입상하는 놀라운 성과를 거뒀다. 전교생 27명의 작은 학교가 거둔 성과로는 도저히 믿을 수 없을 정도다. 이뿐만 아니다. 성주교육장기 육상대회에서도 6명이 입상했고 5학년부에 학생이 없어 4학년에 재학 중인 배현아 양이 출전해 2위에 입상했다. 공모사업으로 두드림학교가 선정됐다. 도움이 필요한 학생을 찾아서 교사들이 직접 참여하고 행정실에서 적극적인 지원을 펼친다. 예컨대 아침 결식 학생을 위해 교무 행정사가 매일 아침을 챙겨 도운 일이 한 사례로 꼽힌다. 또 7월부터는 창의융합 과학 동아리 활동이 시작된다. 교원 동아리시업이면서 학생들과 함께 할 수 있도록 조치했다. 이 활동에는 드론 교육과 AI 교육이 이뤄진다.전교생이 스쿨버스를 이용하면서 등하교를 함께 하고 있다. 오전 8시 30분에 등교하고 오후 4시 15분에 하교하는 정해진 일정을 지키며 일일이 전교생을 집앞까지 데려다 준다. 하교 전에는 저학년의 방과 후 학교를 강화해 사교육이 없는 학교를 만들고 틈새시간이 없도록 촘촘한 교육을 펼친다. 대가초등학교는 다문화 학생이 50% 이상을 차지하고 있다. 농촌 지역이라는 특징이 적용된 것이다. 27명 중 14명이 다문화 학생이며 베트남 출신이 가장 많고 일본, 캄보디아, 방글라데시, 몽골 등 국적이 다양하다.이주노동자 아리프(33)씨의 큰 아들인 아릅 모하메드(1학년)는 축구선수가 되는 것이 꿈이다. 아릅은 “손흥민과 네이마르를 가장 좋아하며 학교에서 전교생이 참여하는 탁구시간이 가장 즐겁다”고 말했다. 또 “네 살 때부터 한국에 와서 살았고 학교생활하는 데 아무런 불편함이 없다”며 “대가초등학교에서 열심히 공부해서 훌륭한 사람이 되겠다”고 말했다. 백성문 교장은 “작은 시골학교지만 전교생이 큰 꿈을 품고 글로벌 인대로 성장하도록 최선을 다해 교육하고 있다”며 “큰 꿈을 펼치고 건강하게 자랄 수 있도록 대도시 큰 학교에서 할 수 없는 교육을 하기 위해 노력하겠다”고 밝혔다."
